,index,machine_id,site_session_id,domain_id,ref_domain_name,pages_viewed,duration,event_date,event_time,tran_flg,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name
1043,12250329,91705297,5925065658312,10093940193322575519,tigerdirect.com,8.0,2,01/22/2011,4:17:56,,,,,,,99,1,2,6,5,1,1,1,0,7307,bigdeal.com
1044,12260984,91706749,6102287192005,10403549969693689745,,4.0,29,01/19/2011,15:05:21,,,,,,,99,3,2,3,5,1,2,1,0,32808,home-online-jobs.org
1045,12281605,91710768,6088579616714,6212936584531552900,,1.0,1,01/24/2011,5:47:33,,,,,,,99,3,3,5,3,1,1,1,0,40353,homecashflowsolution.com
1046,12289269,91711937,6089514487754,10403549969693689745,,4.0,9,01/24/2011,22:08:33,,,,,,,99,3,4,1,3,1,2,1,0,27405,home-online-jobs.org
1047,12325993,91716449,5986013482953,10093940193322575519,swagbucks.com,4.0,2,01/23/2011,7:13:37,,,,,,,99,3,2,8,1,1,3,1,0,28211,bigdeal.com
1048,12344666,91720072,5845362085840,4138040089195024334,,2.0,11,01/30/2011,13:35:42,,,,,,,99,1,4,6,4,1,2,1,0,14619,msicourse.com
1049,12375440,91726529,6086672453580,10093940193322575519,,4.0,1,01/26/2011,0:22:03,,,,,,,99,3,5,7,4,1,2,1,0,27587,bigdeal.com
1050,12375441,91726529,6086672584652,11385444773187580308,,3.0,0,01/26/2011,0:21:53,,,,,,,99,3,5,7,4,1,2,1,0,27587,wikkit.org
1051,12388083,91728885,6039045672909,10093940193322575519,wikkit.org,3.0,3,01/27/2011,12:17:28,,,,,,,99,1,5,8,3,1,2,1,0,19464,bigdeal.com
1052,12388084,91728885,6039045738445,11385444773187580308,google.com,2.0,0,01/27/2011,12:17:27,,,,,,,99,1,5,8,3,1,2,1,0,19464,wikkit.org
1053,12397846,91730353,6103009922999,4138040089195024334,onlinecareerjournal.com,2.0,1,01/05/2011,0:47:12,,,,,,,99,3,2,11,5,0,1,1,0,70471,msicourse.com
1054,12448776,91739891,5980496662458,10133794716842256287,health8news.com,1.0,1,01/08/2011,14:33:30,,,,,,,99,1,3,9,6,0,2,1,0,11428,dlxm.net
1055,12448782,91739891,5980497055674,10133794716842256287,health8news.com,1.0,1,01/08/2011,12:05:21,,,,,,,99,1,3,9,6,0,2,1,0,11428,dlxm.net
1056,12456293,91741759,6066845585336,7405390425689258389,consumerstrickweekly.com,1.0,1,01/06/2011,17:10:36,,,,,,,99,4,5,8,7,1,1,1,0,96073,trackingspot.info
1057,12456672,91741791,5926953160657,10093940193322575519,buzzle.com,7.0,1,01/31/2011,13:25:47,,,,,,,99,3,1,2,4,0,2,1,1,73507,bigdeal.com
1058,12460924,91742697,5952449744840,8087271933502976839,live9.org,2.0,1,01/22/2011,23:56:14,,,,,,,99,3,4,8,4,1,1,1,0,74728,dermatalskincare.com
1059,12556699,91911181,6106959908812,16279463642511419670,,1.0,0,01/26/2011,21:38:59,,,,,,,99,1,3,10,6,1,1,1,0,2145,southbeachjava.com
1060,12566749,91914648,6013797732297,6212936584531552900,,1.0,1,01/23/2011,14:22:55,,,,,,,99,4,5,9,5,1,1,1,0,85533,homecashflowsolution.com
1061,12585837,91919278,6142594191301,1549148620406576784,,6.0,7,01/19/2011,14:55:36,,,,,,,99,2,2,9,5,1,1,1,0,48161,getleanspa.com
1062,12586143,91919278,6337968869315,4138040089195024334,,1.0,0,01/17/2011,10:41:02,,,,,,,99,2,2,9,5,1,1,1,0,48161,msicourse.com
1063,12599237,91987074,5872655863760,6212936584531552900,,1.0,1,01/30/2011,21:14:54,,,,,,,99,1,2,11,5,0,1,1,0,17701,homecashflowsolution.com
1064,12623670,91990958,6129627303882,4138040089195024334,,2.0,1,01/24/2011,15:21:43,,,,,,,99,3,1,4,5,0,2,1,0,28314,msicourse.com
1065,12643008,91995264,6022531911625,13583168867183700419,,2.0,0,01/23/2011,19:56:53,,,,,,,99,4,6,5,6,1,1,1,0,46530,bizzopheaven.com
1066,12649778,91996628,6135458434999,11385444773187580308,shopcompare.eu,1.0,0,01/05/2011,1:52:45,,,,,,,99,3,2,7,6,1,2,1,0,33023,wikkit.org
1067,12656383,92036271,6137851809719,4138040089195024334,ivaninsiderblog.com,1.0,1,01/05/2011,1:21:57,,,,,,,99,2,6,10,4,1,1,1,0,64682,msicourse.com
1068,12659292,92036440,5881177444304,6212936584531552900,,1.0,1,01/30/2011,19:00:03,,,,,,,99,3,5,2,3,1,5,1,1,73135,homecashflowsolution.com
1069,12667947,92037969,5878766047182,1549148620406576784,leanspacai.com,6.0,3,01/28/2011,19:08:52,,,,,,,99,3,2,2,1,0,1,1,0,76205,getleanspa.com
1070,12680496,92041615,6157171625925,10093940193322575519,pronto.com,1.0,1,01/19/2011,0:20:46,,,,,,,99,3,4,1,4,1,1,1,0,30047,bigdeal.com
1071,12715584,92049042,6359851732931,10093940193322575519,facebook.com,1.0,1,01/17/2011,0:15:59,,,,,,,99,3,3,6,5,1,1,1,0,23842,bigdeal.com
1072,12716587,92049426,6232599891901,10093940193322575519,bing.com,10.0,3,01/11/2011,17:42:20,,,,,,,99,3,2,11,5,1,1,1,0,85737,bigdeal.com
1073,12744108,92054025,6219277406134,8087271933502976839,,1.0,1,01/04/2011,1:13:10,,,,,,,99,3,1,7,6,0,1,1,0,21239,dermatalskincare.com
1074,12767060,92096826,6160223637451,6212936584531552900,new8reports.com,5.0,10,01/25/2011,23:36:28,,,,,,,99,2,3,8,6,1,2,1,0,46635,homecashflowsolution.com
1075,12781954,92101556,6026893987783,10403549969693689745,newsdaily7.com,7.0,17,01/21/2011,17:02:21,,,,,,,99,4,3,7,1,0,5,1,1,93458,home-online-jobs.org
1076,12789275,92104199,6163122818999,10403549969693689745,live.com,1.0,1,01/05/2011,4:32:29,,,,,,,99,3,1,6,5,0,1,1,0,30083,home-online-jobs.org
1077,12790016,92104199,6256538947509,10403549969693689745,,4.0,1,01/03/2011,16:01:16,,,,,,,99,3,1,6,5,0,1,1,0,30083,home-online-jobs.org
1078,12794790,92105617,5975333277625,4138040089195024334,ivaninsiderblog.com,1.0,1,01/07/2011,6:41:06,,,,,,,99,1,3,6,1,1,2,1,0,10030,msicourse.com
1079,12808434,92108894,5974686175185,6212936584531552900,,3.0,5,01/31/2011,19:45:50,,,,,,,99,3,4,3,5,1,2,1,0,36116,homecashflowsolution.com
1080,12816148,92110321,6108715421634,12143374545845515600,vanityreports.com,1.0,1,01/16/2011,18:11:22,,,,,,,99,3,2,11,5,0,1,1,0,34241,sobelabsdirect.com
1081,12827933,92114359,6171372818379,6212936584531552900,new8reports.com,1.0,1,01/25/2011,17:05:46,,,,,,,99,4,3,10,5,0,1,1,0,33603,homecashflowsolution.com
1082,12830254,92115864,6255594901437,1549148620406576784,consumertipsonline.net,4.0,4,01/11/2011,11:48:30,,,,,,,99,3,2,8,1,1,1,1,0,39702,getleanspa.com
1083,12832207,92116147,6127245135800,10093940193322575519,,2.0,1,01/06/2011,0:42:14,,,,,,,99,4,3,7,6,1,5,1,0,98373,bigdeal.com
1084,12845897,92185852,6256124235716,6212936584531552900,,1.0,1,01/18/2011,0:14:10,,,,,,,99,2,1,6,3,0,1,1,0,61104,homecashflowsolution.com
1085,12876819,92204882,6176388550604,10403549969693689745,,4.0,2,01/26/2011,19:02:29,,,,,,,99,3,3,3,5,1,2,1,0,29621,home-online-jobs.org
1086,12904288,92253813,6022649090001,6212936584531552900,,2.0,0,01/31/2011,6:27:39,,,,,,,99,1,4,9,3,1,2,1,0,19139,homecashflowsolution.com
1087,12914881,92259675,6094606897082,8087271933502976839,weeklyinform.com,1.0,1,01/08/2011,2:17:10,,,,,,,99,3,5,11,5,1,1,1,0,72712,dermatalskincare.com
1088,12928450,92265589,6170559582139,6212936584531552900,new8reports.com,4.0,1,01/09/2011,16:50:30,,,,,,,99,2,2,11,5,0,1,1,0,49065,homecashflowsolution.com
1089,12928455,92265589,6170559909819,6212936584531552900,,1.0,1,01/09/2011,15:53:56,,,,,,,99,2,2,11,5,0,1,1,0,49065,homecashflowsolution.com
1090,12928462,92265589,6170560565179,6212936584531552900,new8reports.com,1.0,1,01/09/2011,15:45:38,,,,,,,99,2,2,11,5,0,1,1,0,49065,homecashflowsolution.com
1091,12934039,92268169,6246687248325,10093940193322575519,,2.0,0,01/19/2011,15:32:41,,,,,,,99,3,4,3,5,1,2,1,0,32054,bigdeal.com
1092,12939601,92269283,6116884877257,10403549969693689745,newsdaily7.com,2.0,0,01/23/2011,19:48:31,,,,,,,99,2,5,9,3,1,1,1,0,46803,home-online-jobs.org
1093,12960014,92279081,6245936598987,10093940193322575519,google.com,2.0,0,01/25/2011,0:40:42,,,,,,,99,3,5,4,5,1,5,1,0,79915,bigdeal.com
1094,12962072,92279900,6255576092599,1549148620406576784,,1.0,1,01/05/2011,21:49:23,,,,,,,99,1,4,7,3,1,1,1,0,13697,getleanspa.com
1095,12962097,92279900,6255578058679,1549148620406576784,,1.0,1,01/05/2011,19:08:38,,,,,,,99,1,4,7,3,1,1,1,0,13697,getleanspa.com
1096,12985445,92327287,6251605921728,1549148620406576784,,8.0,7,01/14/2011,15:17:58,,,,,,,99,3,6,6,3,1,2,1,1,79415,getleanspa.com
1097,12989085,92327819,6274943553477,479443933691733349,,2.0,3,01/19/2011,12:33:27,,,,,,,99,3,4,1,3,1,3,1,0,27910,trytadalafil.com
1098,12992105,92328529,6252676648896,10403549969693689745,yahoo.com,2.0,0,01/14/2011,13:41:53,,,,,,,99,3,1,10,3,0,1,1,0,32935,home-online-jobs.org
1099,12996914,92330568,6067208785873,4138040089195024334,,1.0,0,01/31/2011,18:34:11,,,,,,,99,3,4,4,1,1,2,1,0,75235,msicourse.com
1100,13001898,92332008,6275067482039,10093940193322575519,conduit.com,11.0,4,01/05/2011,1:01:10,,,,,,,99,4,4,1,3,1,5,1,1,85607,bigdeal.com
1101,13025093,92338488,6265386045386,6212936584531552900,,1.0,1,01/24/2011,18:35:09,,,,,,,99,3,3,10,4,0,1,1,0,28625,homecashflowsolution.com
1102,13038227,92340595,6339736637372,10093940193322575519,google.com,4.0,0,01/10/2011,14:13:05,,,,,,,99,3,3,5,4,1,5,1,1,35085,bigdeal.com
1103,13055595,92345743,5975755394996,10403549969693689745,facebook.com,6.0,11,01/02/2011,1:27:12,,,,,,,99,3,4,8,5,1,1,1,1,35128,home-online-jobs.org
1104,13061911,92346989,6203697467341,6212936584531552900,new8reports.com,4.0,5,01/27/2011,12:40:42,,,,,,,99,3,1,7,5,0,1,1,0,30157,homecashflowsolution.com
1105,13063773,92347567,5940207030223,10093940193322575519,google.com,2.0,0,01/29/2011,19:19:28,,,,,,,99,1,1,8,7,0,1,1,0,8822,bigdeal.com
1106,13064715,92347858,6220554047426,13583168867183700419,,2.0,1,01/16/2011,1:27:44,,,,,,,99,1,1,9,7,0,2,1,0,11030,bizzopheaven.com
1107,13064757,92347858,6221305352123,10403549969693689745,,3.0,2,01/09/2011,21:02:57,,,,,,,99,1,1,9,7,0,2,1,0,11030,home-online-jobs.org
1108,13064923,92347858,6386622599093,10403549969693689745,,4.0,6,01/03/2011,18:04:44,,,,,,,99,1,1,9,7,0,2,1,0,11030,home-online-jobs.org
1109,13074658,92350051,6294021017541,10403549969693689745,webdailyreports.com,5.0,5,01/19/2011,1:12:43,,,,,,,99,2,2,4,4,1,1,1,0,43812,home-online-jobs.org
1110,13075682,92350183,6206244261837,10403549969693689745,,10.0,4,01/27/2011,20:40:07,,,,,,,99,1,4,6,4,1,1,1,0,4005,home-online-jobs.org
1111,13089783,92389597,6296660086725,1549148620406576784,lifestyleherald.com,3.0,2,01/19/2011,18:51:45,,,,,,,99,3,5,10,5,0,2,1,0,72015,getleanspa.com
1112,13091301,92389917,6180637839302,10093940193322575519,,2.0,0,01/20/2011,23:25:08,,,,,,,99,3,5,8,5,1,2,1,0,30274,bigdeal.com
1113,13119245,92396999,6233982767035,10093940193322575519,google.com,2.0,0,01/09/2011,3:33:04,,,,,,,99,3,4,2,4,0,1,1,0,37725,bigdeal.com
1114,13152949,92403316,6240955666363,10093940193322575519,,2.0,0,01/09/2011,17:52:09,,,,,,,99,3,4,10,2,1,2,1,0,33311,bigdeal.com
1115,13154631,92403852,6157221892039,2749123530820720401,,5.0,18,01/21/2011,17:23:25,,,,,,,99,4,2,4,1,1,1,1,0,91764,fibradetox.com
1116,13154636,92403852,6157222285255,2749123530820720401,,1.0,1,01/21/2011,16:15:35,,,,,,,99,4,2,4,1,1,1,1,0,91764,fibradetox.com
1117,13154780,92403852,6241337544635,1549148620406576784,consumertipsonline.net,2.0,3,01/09/2011,16:44:05,,,,,,,99,4,2,4,1,1,1,1,0,91764,getleanspa.com
1118,13166552,92406822,6418860675007,10403549969693689745,news11today.net,3.0,1,01/13/2011,20:25:55,,,,,,,99,1,6,7,4,1,2,1,0,7307,home-online-jobs.org
1119,13167192,92406975,6116281290681,4138040089195024334,,1.0,1,01/07/2011,14:32:09,,,,,,,99,1,6,2,4,1,2,1,0,19143,msicourse.com
1120,13181490,92410163,6295624617930,10093940193322575519,google.com,6.0,2,01/24/2011,1:29:24,,,,,,,99,4,2,6,2,1,2,1,0,89118,bigdeal.com
1121,13201791,92414498,6390121762742,10093940193322575519,,1.0,1,01/04/2011,0:18:05,,,,,,,99,3,2,6,3,1,2,1,0,29102,bigdeal.com
1122,13256257,92428912,6292655902668,6212936584531552900,,2.0,0,01/26/2011,16:44:15,,,,,,,99,3,2,9,6,0,2,1,0,37122,homecashflowsolution.com
1123,13256314,92428912,6312831160266,6212936584531552900,,1.0,1,01/24/2011,19:03:00,,,,,,,99,3,2,9,6,0,2,1,0,37122,homecashflowsolution.com
1124,13256385,92428912,6316540039115,10403549969693689745,,8.0,23,01/25/2011,17:30:52,,,,,,,99,3,2,9,6,0,2,1,0,37122,home-online-jobs.org
1125,13276506,92432806,6291964432312,10093940193322575519,,2.0,0,01/06/2011,3:35:56,,,,,,,99,3,6,4,2,1,2,1,0,71103,bigdeal.com
1126,13282362,92433904,6142629253049,8087271933502976839,weeklyinform.com,1.0,1,01/07/2011,21:19:02,,,,,,,99,3,3,4,3,1,1,1,0,77578,dermatalskincare.com
1127,13283098,92433904,6410937110454,10403549969693689745,consumer-work-journal.com,2.0,1,01/04/2011,22:31:30,,,,,,,99,3,3,4,3,1,1,1,0,77578,home-online-jobs.org
1128,13283099,92433904,6410937307062,7405390425689258389,consumer-work-journal.com,1.0,1,01/04/2011,22:30:54,,,,,,,99,3,3,4,3,1,1,1,0,77578,trackingspot.info
1129,13316550,92440799,6491633553342,16279463642511419670,,2.0,1,01/12/2011,14:00:49,,,,,,,99,3,4,8,4,1,2,1,1,30331,southbeachjava.com
1130,13322663,92443444,6454474706879,8087271933502976839,,1.0,1,01/13/2011,0:47:36,,,,,,,99,1,4,11,4,1,1,1,0,13613,dermatalskincare.com
1131,13329667,92529205,6133883867089,10093940193322575519,,2.0,0,01/31/2011,1:53:00,,,,,,,99,3,1,9,7,0,1,1,1,20637,bigdeal.com
1132,13342164,92532231,6195955568583,10403549969693689745,nynewsandreports.com,3.0,1,01/21/2011,0:47:11,,,,,,,99,4,3,2,4,1,1,1,0,95648,home-online-jobs.org
1133,13362168,92537876,6292040912827,8087271933502976839,,1.0,1,01/09/2011,16:09:59,,,,,,,99,1,5,8,4,1,2,1,0,7103,dermatalskincare.com
1134,13362952,92538212,6313046314936,1549148620406576784,consumertipsonline.net,3.0,2,01/06/2011,16:39:24,,,,,,,99,3,3,5,5,1,5,1,1,75189,getleanspa.com
1135,13363964,92538888,6437637459901,1354232705423967177,,1.0,0,01/11/2011,9:20:54,,,,,,,99,1,2,3,1,0,1,1,1,6051,theinstantwealthbuilder.com
1136,13364501,92539026,6465265340351,13583168867183700419,,1.0,0,01/13/2011,23:57:40,,,,,,,99,4,4,8,7,1,1,1,0,89134,bizzopheaven.com
1137,13377584,92541615,6440451313597,1549148620406576784,redirecting101.com,2.0,1,01/11/2011,17:44:34,,,,,,,99,2,5,6,7,0,1,1,0,46517,getleanspa.com
1138,13378660,92541918,6144629542865,6212936584531552900,,1.0,1,01/31/2011,20:53:44,,,,,,,99,3,5,6,6,1,1,1,0,32577,homecashflowsolution.com
1139,13381585,92542045,6508624940990,10093940193322575519,google.com,3.0,0,01/12/2011,8:23:46,,,,,,,99,2,5,7,6,1,1,1,0,43110,bigdeal.com
1140,13384489,92543631,6431678140356,10403549969693689745,,6.0,33,01/18/2011,3:11:15,,,,,,,99,1,3,1,6,1,2,1,0,12203,home-online-jobs.org
1141,13394765,92546263,6346868068299,6212936584531552900,,2.0,0,01/25/2011,12:33:35,,,,,,,99,2,4,9,3,1,1,1,0,49233,homecashflowsolution.com
1142,13397061,92547314,6300248444859,16279463642511419670,,10.0,4,01/09/2011,14:13:56,,,,,,,99,3,2,11,6,0,1,1,0,77356,southbeachjava.com
1143,13403228,92548860,6348847058891,10403549969693689745,news11today.net,3.0,0,01/25/2011,1:27:08,,,,,,,99,1,6,3,5,1,2,1,0,10469,home-online-jobs.org
1144,13408299,92549499,6301969551291,10403549969693689745,codeshout.com,2.0,0,01/09/2011,8:35:13,,,,,,,99,3,4,3,1,1,2,1,0,39046,home-online-jobs.org
1145,13419768,92553080,6061158961076,10093940193322575519,bing.com,26.0,12,01/02/2011,6:20:06,,,,,,,99,3,1,2,1,0,2,1,0,71730,bigdeal.com
1146,13420283,92553106,6234363465658,8087271933502976839,,2.0,0,01/08/2011,20:20:10,,,,,,,99,1,1,11,6,0,1,1,0,11801,dermatalskincare.com
1147,13420849,92553173,6075127762894,6212936584531552900,,2.0,0,01/28/2011,3:07:37,,,,,,,99,3,5,3,7,1,1,1,0,71854,homecashflowsolution.com
1148,13439910,92560798,6240065359802,8087271933502976839,live9.org,1.0,1,01/08/2011,19:54:46,,,,,,,99,3,1,11,1,0,1,1,0,27360,dermatalskincare.com
1149,13451978,92564685,6257500295110,10403549969693689745,news9today.org,1.0,1,01/20/2011,5:36:05,,,,,,,99,2,1,7,3,0,1,1,0,44123,home-online-jobs.org
1150,13467841,92570722,6341003710412,16279463642511419670,,10.0,3,01/26/2011,18:31:52,,,,,,,99,2,2,7,3,1,2,1,0,60628,southbeachjava.com
1151,13468520,92571276,6226411327431,11385444773187580308,google.com,3.0,0,01/21/2011,8:28:15,,,,,,,99,1,5,8,7,1,1,1,0,10562,wikkit.org
1152,13468521,92571276,6226411392967,10093940193322575519,,7.0,0,01/21/2011,8:28:18,,,,,,,99,1,5,8,7,1,1,1,0,10562,bigdeal.com
1153,13492110,92578650,6100928696272,4138040089195024334,,1.0,0,01/30/2011,19:09:50,,,,,,,99,3,2,11,3,0,1,1,0,73507,msicourse.com
1154,13494770,92579818,6232684040135,10093940193322575519,,2.0,0,01/21/2011,19:54:55,,,,,,,99,1,4,6,5,1,3,1,0,7095,bigdeal.com
1155,13494795,92579818,6254905724858,10093940193322575519,,2.0,0,01/08/2011,19:07:46,,,,,,,99,1,4,6,5,1,3,1,0,7095,bigdeal.com
1156,13494865,92579818,6269587492806,10093940193322575519,,2.0,0,01/20/2011,20:49:15,,,,,,,99,1,4,6,5,1,3,1,0,7095,bigdeal.com
1157,13494931,92579818,6325874003899,10093940193322575519,,3.0,0,01/09/2011,21:11:11,,,,,,,99,1,4,6,5,1,3,1,0,7095,bigdeal.com
1158,13495251,92579818,6595092615107,10093940193322575519,,2.0,0,01/17/2011,3:16:45,,,,,,,99,1,4,6,5,1,3,1,0,7095,bigdeal.com
1159,13510033,92657264,6261680115657,6212936584531552900,,1.0,1,01/23/2011,14:15:15,,,,,,,99,4,4,7,7,1,1,1,0,80112,homecashflowsolution.com
1160,13522110,92660747,5432373546931,6212936584531552900,,1.0,1,01/01/2011,23:11:21,,,,,,,99,3,5,4,1,1,2,1,0,72335,homecashflowsolution.com
1161,13522775,92660747,6379375693771,6212936584531552900,,2.0,1,01/25/2011,13:42:35,,,,,,,99,3,5,4,1,1,2,1,0,72335,homecashflowsolution.com
1162,13527412,92661424,6548709707710,10403549969693689745,completejoblistings.com,4.0,3,01/12/2011,16:01:26,,,,,,,99,3,5,8,3,1,2,1,0,30293,home-online-jobs.org
1163,13546523,92665768,6605482561475,1354232705423967177,,2.0,0,01/17/2011,14:37:50,,,,,,,99,3,3,5,6,1,1,1,0,73505,theinstantwealthbuilder.com
1164,13568134,92672737,6213666344904,10403549969693689745,la-sentinel.com,2.0,0,01/22/2011,21:56:38,,,,,,,99,2,4,8,7,0,3,1,0,48322,home-online-jobs.org
1165,13594159,92681090,6111614472142,16279463642511419670,lifestyleherald.com,34.0,17,01/28/2011,17:36:32,,,,,,,99,3,1,11,2,0,1,1,0,76087,southbeachjava.com
1166,13601668,92684480,6495327096765,16279463642511419670,,3.0,1,01/11/2011,17:20:35,,,,,,,99,4,2,11,2,0,1,1,0,85622,southbeachjava.com
1167,13640991,92702476,6533634658229,10403549969693689745,,1.0,1,01/03/2011,17:28:33,,,,,,,99,2,5,6,1,1,1,1,1,44103,home-online-jobs.org
1168,13643230,92703376,6307613183937,6212936584531552900,new8reports.com,12.0,8,01/15/2011,13:22:04,,,,,,,99,3,2,6,1,1,2,1,0,27801,homecashflowsolution.com
1169,13643240,92703376,6354730553282,10403549969693689745,,4.0,8,01/16/2011,13:40:00,,,,,,,99,3,2,6,1,1,2,1,0,27801,home-online-jobs.org
1170,13647679,92704503,6577329737662,6212936584531552900,new8reports.com,2.0,12,01/12/2011,2:43:33,,,,,,,99,3,2,8,2,0,2,1,0,30310,homecashflowsolution.com
1171,13653339,92707477,6579142397886,10093940193322575519,conduit.com,2.0,0,01/12/2011,2:44:16,,,,,,,99,4,2,10,4,1,1,1,0,95688,bigdeal.com
1172,13663645,92894204,6541602066367,4138040089195024334,,2.0,1,01/13/2011,8:56:10,,,,,,,99,1,2,5,5,0,1,1,0,1851,msicourse.com
1173,13667011,92898515,6335018176461,1354232705423967177,homeaffluencenetwork.com,1.0,1,01/27/2011,13:09:08,,,,,,,99,3,1,8,5,0,1,1,0,34695,theinstantwealthbuilder.com
1174,13693521,92906502,6312654868422,10093940193322575519,google.com,2.0,0,01/20/2011,18:08:29,,,,,,,99,4,2,6,3,0,1,1,0,95301,bigdeal.com
1175,13699474,92908939,6548836454325,10403549969693689745,yahoo.com,4.0,1,01/03/2011,3:27:48,,,,,,,99,3,2,11,5,1,2,1,0,21223,home-online-jobs.org
1176,13702709,92910639,6447054524343,10403549969693689745,,5.0,2,01/05/2011,15:18:27,,,,,,,99,3,4,9,3,0,2,1,0,85213,home-online-jobs.org
1177,13704383,92910984,6418268557259,4138040089195024334,,1.0,1,01/25/2011,16:02:37,,,,,,,99,1,2,9,5,1,1,1,0,19018,msicourse.com
1178,13728666,92953971,6248742129608,6212936584531552900,,1.0,1,01/22/2011,21:24:41,,,,,,,99,2,5,8,1,1,1,1,0,51503,homecashflowsolution.com
1179,13762704,92962546,6143319281588,8087271933502976839,,1.0,1,01/02/2011,23:48:43,,,,,,,99,4,1,9,1,0,1,1,0,88311,dermatalskincare.com
1180,13790412,92972190,6434387595200,8087271933502976839,,1.0,1,01/14/2011,6:24:52,,,,,,,99,1,2,9,6,0,1,1,0,8054,dermatalskincare.com
1181,13790416,92972190,6434387922880,8087271933502976839,,1.0,1,01/14/2011,1:58:36,,,,,,,99,1,2,9,6,0,1,1,0,8054,dermatalskincare.com
1182,13790421,92972190,6434388381632,12143374545845515600,weeklyinform.com,2.0,5,01/14/2011,1:10:23,,,,,,,99,1,2,9,6,0,1,1,0,8054,sobelabsdirect.com
1183,13804160,92975352,6323865194426,10093940193322575519,google.com,14.0,39,01/08/2011,22:35:38,,,,,,,99,4,2,6,5,1,1,1,0,80020,bigdeal.com
1184,13827466,93052138,6473413038007,8087271933502976839,,1.0,1,01/05/2011,0:06:23,,,,,,,99,3,1,11,2,0,1,1,0,40220,dermatalskincare.com
1185,13836879,93056030,6268559036360,10093940193322575519,google.com,2.0,0,01/22/2011,5:51:11,,,,,,,99,4,4,11,4,1,3,1,0,80249,bigdeal.com
1186,13844595,93122461,6673523740611,10403549969693689745,la-sentinel.com,2.0,0,01/17/2011,23:26:20,,,,,,,99,4,1,9,2,0,1,1,0,86314,home-online-jobs.org
1187,13901564,93145983,6341824483273,10093940193322575519,google.com,6.0,6,01/23/2011,0:50:57,,,,,,,99,2,3,7,2,1,1,1,0,60188,bigdeal.com
1188,13922647,93216683,6329378017223,14325437869847223981,mediajmp.com,6.0,21,01/21/2011,15:13:06,,,,,,,99,3,6,8,5,1,1,1,0,20732,eprofits.com
1189,13955552,93265162,6464101355469,4138040089195024334,,2.0,7,01/27/2011,3:04:38,,,,,,,99,1,3,11,1,1,2,1,0,10458,msicourse.com
1190,13962133,93279136,6696110329782,1549148620406576784,healthynewswatch.com,1.0,1,01/04/2011,2:40:12,,,,,,,99,4,3,8,7,1,5,1,0,94583,getleanspa.com
1191,13966120,93290930,6640955297719,10403549969693689745,,2.0,0,01/05/2011,16:26:15,,,,,,,99,1,5,11,4,1,2,0,0,6451,home-online-jobs.org
1192,13981124,93303791,6577974808507,8087271933502976839,trackeet.com,1.0,1,01/09/2011,15:59:31,,,,,,,99,3,1,2,2,0,2,1,1,33015,dermatalskincare.com
1193,13996960,93311458,6588361478092,479443933691733349,acaiberriesdiet.com,7.0,8,01/26/2011,22:40:16,,,,,,,99,4,1,3,2,0,1,1,0,90046,trytadalafil.com
1194,14017431,93424787,6495922360263,13583168867183700419,,3.0,1,01/21/2011,20:56:09,,,,,,,99,3,5,6,5,1,2,1,0,29532,bizzopheaven.com
1195,14017439,93424787,6495923146695,10403549969693689745,,5.0,4,01/21/2011,20:27:53,,,,,,,99,3,5,6,5,1,2,1,0,29532,home-online-jobs.org
1196,14023436,93429881,6503705153479,6212936584531552900,,2.0,0,01/21/2011,14:52:19,,,,,,,99,4,1,5,1,0,1,1,1,33165,homecashflowsolution.com
1197,14043599,93450017,6700972969925,10403549969693689745,,2.0,0,01/19/2011,19:14:35,,,,,,,99,4,4,8,1,1,5,1,1,92392,home-online-jobs.org
1198,14043695,93450017,6805304315837,1354232705423967177,,1.0,0,01/11/2011,18:42:38,,,,,,,99,4,4,8,1,1,5,1,1,92392,theinstantwealthbuilder.com
1199,14043698,93450017,6805304577981,7721247640741137834,,2.0,0,01/11/2011,18:41:56,,,,,,,99,4,4,8,1,1,5,1,1,92392,homebizstartupkit.com
1200,14045979,93483203,6702447988677,10403549969693689745,webdailyreports.com,2.0,0,01/19/2011,16:36:31,,,,,,,99,4,5,9,7,1,1,1,0,94591,home-online-jobs.org
1201,14060345,93490897,6702637518776,4138040089195024334,ivaninsiderblog.com,1.0,1,01/06/2011,22:13:53,,,,,,,99,3,1,3,4,0,1,1,1,27606,msicourse.com
1202,14064263,93492317,6688360501195,8087271933502976839,fdxnewsat8.com,1.0,1,01/25/2011,17:26:44,,,,,,,99,2,2,10,5,0,1,1,0,44253,dermatalskincare.com
1203,14064264,93492317,6688360566731,12143374545845515600,fdxnewsat8.com,1.0,1,01/25/2011,17:22:41,,,,,,,99,2,2,10,5,0,1,1,0,44253,sobelabsdirect.com
1204,14070892,93497115,6824578584509,1354232705423967177,,1.0,0,01/11/2011,0:49:16,,,,,,,99,3,5,7,4,1,1,1,1,78228,theinstantwealthbuilder.com
1205,14105556,93548386,6668940611522,6212936584531552900,new8reports.com,3.0,1,01/16/2011,2:30:52,,,,,,,99,3,4,4,1,1,2,1,0,39503,homecashflowsolution.com
1206,14105566,93548386,6734292979640,14325437869847223981,newsdaily7.com,2.0,0,01/06/2011,19:15:48,,,,,,,99,3,4,4,1,1,2,1,0,39503,eprofits.com
